"vehicle_id","vehicle_brand","vehicle_model","vehicle_type","manufacturing_year","battery_manufacturer","battery_chemistry","battery_capacity_kwh","drive_type","odometer_km","vehicle_age_years","fleet_or_private","battery_serial","cycle_count","battery_health_percent","state_of_charge","depth_of_discharge","state_of_health","cell_voltage_avg","cell_voltage_std","pack_voltage","cell_temperature_avg","cell_temperature_max","internal_resistance","charge_efficiency","discharge_efficiency","remaining_capacity","capacity_loss_percent","charging_cycles_last_month","fast_charge_ratio","slow_charge_ratio","average_charge_power_kw","average_charging_time","overnight_charging_ratio","home_charging_ratio","charging_interruptions","overcharge_events","average_speed","average_trip_distance","aggressive_acceleration_score","hard_braking_score","regenerative_braking_usage","highway_driving_ratio","city_driving_ratio","daily_distance","average_ambient_temperature","maximum_temperature","minimum_temperature","humidity","altitude","terrain_type","dust_exposure","last_service_days","cooling_system_health","firmware_updates","previous_faults","maintenance_score","thermal_runaway_risk","voltage_imbalance","temperature_variance","sensor_fault_count","bms_warning_count","abnormal_voltage_events","battery_stress_index","aging_score","thermal_health_score","charging_quality_score","driving_stress_score","predicted_remaining_life_cycles","battery_failure"
"EV111594","BMW","i4","Hatchback","2020","CATL","LTO","84.04","FWD","141796.4","6.19","Private","BAT-10011594","833","83.23","41.47","54.66",,,"0.0012","280.37","18.85","32.65","0.527","97.15","94.85","69.95","16.77","22","0.63","0.28","66.48","105","0.43","0.31","1","1","62.34","53.34","28.54","6.48",,"0.33",,"25.89","-14.67","-5.48","-34.23","23.9","1645.9",,"66.2","1000.5","85.33","3","0","60.39","13.12","1.91","32.94","2","1","0","67.76","48.42","87.34","66.1","2.76","8233","0"
"EV103076","Ford","F-150 Lightning","Crossover","2021","LG Energy Solution","LFP","40.98","RWD","182453.5","5.14","Private","BAT-10003076","1366","83.31","53.67","85.48",,"3.683","0.0029","272.54","40.53","51.53","0.453","96.06","95.26","34.14","16.69","7","0.64","0.28","10.46","294.6","0.9","0.39","0","0","76.79","97.03","67.36","37.22","4.72","0.57","0.22","100.38","4.66","13.92","-7.37","34.11","1834.54","Desert","2.85","332.8","88.89","1","2","70.52","34.43","10.09","32.94","1","1","2","68.43","54.69","67.69","84.45","60.95","7372","0"
"EV117983","Tesla","Model S","Hatchback","2020","Guoxuan","LFP","78.3","AWD","141264.2","5.63","Fleet","BAT-10017983","1454","87.11","82.15",,"84.99","3.668","0.0168","267.76",,"55.41","0.303","95.91","97.13","68.21","12.89","8","0.42","0.36","65.81","109.07","0.22","0.57","0","0","76.06","104.99","80.02","61.94","39.36","0.57","0.49","108.37","-11.29","-0.59","-14.47","11.87","2284.59","Hilly","84.63","1213.4","89.99","9","0","57.06","38.24","23.95","32.94","0","2","1","53.42","46.7","64.82","88.32","59.29","8331","0"
"EV119073","Tesla","Model S","SUV",,"Panasonic","LFP","86.38","RWD","75225.1","3.71",,"BAT-10019073","949","91.16","12.22",,,"3.728","0.0005","331.79","25.53","38.01","0.235","96.9","96.76","78.74","8.84","11","0.43","0.32","54.06","152.55","0.17","0.41","0","0","76.91",,"9.74","16.85","28.87","0.3","0.96","48.33","21.2","29.3","7.12","25.21","2130.08","Mountainous","65.98","1083.2","90.32","11","1","51.76","3.08","3.76","16.81","0","0","1","23.97",,"95.51",,"28.1","10099","0"
"EV118691","Porsche","Macan Electric","Sedan","2015","CATL","NCA","125.61","AWD",,"11.02","Private","BAT-10018691",,"79.36",,"62","78.68","3.702","0.0069","307.27","23.29","33.65","0.509","96","95.36","99.68","20.64","3",,"0.65","9.06",,"0.16","0","1","0","25.4","85.18","81.73","64.28","96.87","0.99","0.4","176.62","40.8","51.98","24.98","77.69","178.22","Desert","23.22","926.4","82.29","26","0","61.16","15.2","12.4","0","0","2","1",,"84.02","88.45","91.77","49.47","7709","0"
"EV116451","Renault","Zoe","Hatchback","2018","Guoxuan","LFP","34.39","FWD","201074.9","7.68","Private","BAT-10016451","1480","81.74","74.59","29.65","82.66","3.768","0.0103","357.96","5.81","20.99","0.471","95.18","95.57","28.11","18.26","5","0.37","0.48","32.29",,"0.52","0.51","0","0","20.11","49.18","20.59","6.38","45.69","0.58","0.69","26.44","-21.03","-7.95","-27.2","22.66","2001.74","Flat","87.84",,"88.35","14","1","70.35","6.27","17.48","32.94","0","0",,"49.08","74.02","91.93","95.72","18.26","7550","0"
"EV109988","Hyundai","Kona Electric","Sedan","2021","SK On","NMC","73.28","FWD","79200.7","5.31","Fleet","BAT-10009988","947","82.28","40.03","55.08","80.98",,"0.0042",,"17.63","26.9","0.416","97.01","96.01","60.29","17.72","4","0.33","0.43","49.79","91.1","0.32","0.63","0","0","45.29","84.34","44.03","13.16","8.56","0.73","0.54",,"-19.55","-9.75","-28.1","96.74",,"Mountainous","56.73","572.1","86.18","15","1","70.97","8.65","11.14","32.94","0","5","1",,"48.33","88.69","98.46","41.09","8356","0"
"EV107149","BYD","Atto 3","Sedan","2021","Northvolt","NMC","35.28","FWD","266922.7","5.16","Private","BAT-10007149","2558","85.91","55.04","37.23","87.13","3.745","0.0036","269.64","42.01","56.27","0.319","96.24","97.11","30.31","14.09","22","0.14","0.69","25.68","135.63","0.39","0.52","0","0","60.72","118.77","54.23","39.93","12.61",,,"141.93","6.12",,"-2.85","69.91","636.16","Mountainous","15.64","319.2","91.39","26","2","82.87","36.88","8.82","32.94","0","0","1","46.07","75.02","67.3","98.07","54.57","6941","0"
"EV110391","Mercedes-Benz","EQA","Truck",,"CATL","NMC","87.56","RWD","85124.6","5.01","Fleet","BAT-10010391","723",,"81.69","44.37","90.28","3.75","0.0014","341.25","17.16","34.58","0.364","96.9",,"78.45","10.41","15","0.42","0.51","75.7","73.82","0.83","0.36","4",,"80.03","143.17","22.81","17.68","38.46","0.57","0.49",,"42.66","57.92","32.48","31.27","1437.56","Flat","83.73","1394.9","77.05","29","2","38.77",,"6.79","0","0","2","0","33.23","31.43","82.41","65.63","29.96","10376","0"
"EV100226","GM","Cadillac Lyriq","Van","2022","CATL","LFP","118.21","AWD","108991.1","3.97","Fleet","BAT-10000226","761","88.36","88.41","34","88.95","3.692","0.0234","276.9","31.02","42.29","0.454","97.71","95.25","104.45","11.64","35","0.04","0.76","61.02","186.31","0.73","0.88","2",,"114.52","97.17","13.87","80.45","58.3","0.46","0.92","107.48","5.82","17.21","-10.89",,"422.78","Desert","71.62","212.2","92.53","5","2","93.86","12.53","35.43","32.94","0","1","0","39.66","37.87","89.63","97.52","39.4","9714","0"
"EV101861","Volkswagen","ID.4","Crossover","2019","BYD Battery","LMO","36.37","AWD","97368.3","7.19","Private","BAT-10001861","1079","80.81","52.83","51.73","80.27","3.439","0","244.17","17.21","25.26","0.371","96.66","93.99","29.39","19.19","22","0.45","0.35","12.87","186.06","0.68","0.16","1",,"91.48","68.41","59.06","23.7","71.06","0.02","0.21","154.89","-15.81","0.04","-26.58","83.09",,"Coastal","47.06","1467.7",,"6","1","40.22","5.8","5.18","32.94","1","1","1","67.13","65.11","92.99","78.05","46.39","7882","0"
"EV107267","Audi","e-tron GT","Crossover","2021","BYD Battery","NMC","136.19","RWD","124664.1","4.77","Private","BAT-10007267","1098",,"68.82","41.83","87.2","3.604","0.0048","335.17","17.13","32.74","0.389","96.35","97.29","119","12.62","8","0.29",,"15.82","542.4","0.29","0.13","1","1","59.73","16.7","83.88","10.36","69.69","0.38","0.62","19.83","7.49","19.83","-9.2","77.73","1938.68","Flat","10.58","875.1","91.49","20","1","63.73","6.36","12.24","25.25","0","1","0","47.46","45.12","90.24",,"36.75","8765","0"
"EV111965","Tata","Tiago EV","Hatchback","2015",,"NMC","37.59",,"197236.1","11.18","Private","BAT-10011965","1292","76.39","71.58","11.1","76.86","3.824","0.0071","302.1","30.88","37.34","0.474","96.06","93.18","28.72","23.61","35","0.21","0.79","42.98","65.37","0.35","0.39","1","1","97.05","55.81","9.6","40.59","68.03","0.31","0.77","33.02","-2.28","6.55","-11.57","54.13","2403.34",,"38.25","1293.7","93.01","14","1","47.78","0.71","11.41","32.94","1","2","1","50.38","81.93","100","85.85","22.31","7002","0"
"EV113033","Hyundai","Ioniq 5","Crossover","2016","LG Energy Solution","LFP","73.72","FWD","253551.3","10.51","Private","BAT-10013033","2525","73.54","55.88","26.36","72.86","3.635","0.0175","298.07","18.51","37.42","0.528",,"95.02","54.21","26.46","11","0.07","0.75","53.49","79.66","0.62","0.66","0","0","46.35","111.52","52.34","92.96","78.99","0.54","0.67","205.3","18.13","37.49","5.92",,"1844.21","Flat","41.1","1211.7","89.82","26","0","52.85","9.1","23.24","19.29","1","1",,"36.62","100","90.65","100","64.78","6604","0"
"EV105850","Tesla","Model Y","Sedan","2021","CATL","LFP","127","FWD","92486","5.43","Private","BAT-10005850","935","83.45","22.32","51.65","83.81","3.418",,"263.19","18.88",,"0.356","95.42","96.21","105.98","16.55","40","0.28","0.68","11.23","600","0.41","0.22",,"0","41.94","23.49","81.39","90.92","85.01","0.74","0.57","26.93","43.42",,"36.22","7.34","278.2","Flat","34.69",,"69.03","24","1","86.78","21.35","5.03","0","1","0","0","36.08","48.19","82.41","94.78","44.25","8092","0"
"EV114431","Kia","EV6","Crossover","2024","Panasonic","LMO","42.24","AWD","96867.8","1.9","Private","BAT-10014431","645",,,"59.29","93.26","3.443","0.0175","313.31","32.07","38.13","0.236","97.21","96.13","38.81","8.11","23","0.36","0.42","64.59","51.77","0.3","0.83","2","1","95.86","88.44","26.63","84.67","69.19","0.56","0.21","205.3","-4.83","14.66","-16.44","90.71",,"Desert","35.85","894.8","95.16","17","1","58.95","15.92","26.51","32.94","1","1","0","55.6","25.36","85.6","83.1","52.41","9932","0"
"EV113760","Renault","Zoe","Van","2018","LG Energy Solution","NMC","36","AWD","169365.2","7.48","Private","BAT-10013760","1581","75.25","85.87","18.84","76.06","3.533","0.0069","314.44","27.36","39.85","0.613","96.28","94.42","27.09","24.75","32","0.09","0.74","38.94","62.72","0.42","0.31","1","1","104.16","27.34",,"77.86","8.95","0.75","0.54","11.87","45.42","51.7","34.97","14.16","1899.87","Mountainous","56.31","1237.7","83.13",,,"55.79","11.58","9.61","0","0","0","0","32.63","69.3","86.75","94.06","38.53","8018","0"
"EV114214","Renault","Zoe","Sedan","2020","LG Energy Solution","NMC","143.99","AWD","161459","6.14","Private","BAT-10014214","1127","89.89","84.82","46.87","91.88","3.42","0.0056","300.96","28.39",,"0.434","97.19","97.4","129.43","10.11","40",,"0.22","111.15","63.78","0.01","0.02",,"0","59.56","116.33","66.87","38.78","62.07","0.55","0.38","79.89","37.07","52.21","28.18",,"1348.96","Mountainous","39.9",,"78.06","12","0",,"24.86","8.35","9.33","0","0","1","35.18","54.9","74.54","78.71","41.61","10036","0"
"EV102176","MG","ZS EV","Van","2022","SK On","LMO","94.77","FWD","350553.3","3.95","Private","BAT-10002176","2464","78.13","22.01","32.02","81.93","3.474","0.0009","326.56","31.21","46.61","0.619","96","95.53","74.04","21.87","32","0.52","0.3","58.27","122.66","0.32","0.68","1","3","94.66","89.44","99.53",,"84.3","0.59","0.41","61.41","39.98","46.61","29.53","48.82","1379.23","Mountainous","35.79","404.6","87.58","1",,"80.86","22.37","2.47","6.63","0","0","0","56.84","77.43","75.9","69.23","48.08","6471","0"
"EV111527","MG","ZS EV","Crossover","2020","LG Energy Solution","LMO","58.72","RWD","122457","6.13","Fleet","BAT-10011527","1259","85.73",,"20.04","84.31","3.536","0.0063","360.67","36.44","57.07","0.492","96.16","95.32","50.34","14.27","11","0.57","0.34","24.12","226.89","0.24","0.66","0","1","51.65","56.04","24.44","80.66","78.5","0.4","0.33","57.28","-24.52","-8.69",,"56.8","747.95","Coastal","83.35","1225.7","86.21","20","2","47.06","42.49","15.27","32.94","0","0","2","46.54","57.61","56.28","87.34","35.62","9467","0"
"EV103053","Lucid","Air","SUV","2023","Northvolt","LFP","125.99","AWD","187978.3","2.79","Private","BAT-10003053","1293","90.91","62.94","76.56",,"3.654","0.0118","365.4","12.95","29.1","0.226","97.21","96.07","114.54","9.09","25","0.47","0.29","68.49","142.73","0.89","0.39",,"0","25.06","60.09","19.96","82.52","78.42","0.62","0.17","44.69","11.64","19.87","-3.03","76.36","280.85","Coastal","84.56","1232.6","92.6","10","1","50.47","14.29","19.45","17.46","1","1","1","39.98",,"82.77",,"24.95","9636","0"
"EV101944","Mahindra","XUV400","Crossover","2024","Northvolt","NMC","43.11","FWD","129731.4","2.16","Private","BAT-10001944","852","95.32","60.92","19.35","97.82","3.483","0.003","289.09","57.32",,"0.166","96.68","97.84","41.09","4.68","9","0.67","0.27","39.77","68.44","0.22","0.06","0","0","80.32","93.28","56.64","6.18","15.48",,"0.25","136.46","27.52","33.19","20.64","87.3","1985.2","Mountainous","70.86","562.5","91.13","7","0","76.23","60.99","6.34","32.94","1","1","1","46.94","35.62","38.92","86.52","46.01","10758","0"
"EV104795","Hyundai","Ioniq 5","SUV","2016","LG Energy Solution","NMC","37.66","FWD","176100.3","10.02","Fleet","BAT-10004795","2176","69.78","23.48","70.31","69.46","3.584","0.0166","315.39","8.17","17.18","0.667","95.8","94.28","26.28","30.22","33","0.13","0.7","101.2","36.73","0.08","0.67","0","0","79.82","10.47",,,"23.95","0.81","0.11","10.79","28.47","40.95","23.6","27.17","1480.99",,"97.19","320.4","90.54","19","0","87.76","12.19","25.58","0","0","0","1","31.45","98.72","86.48","100","32.2","5190","0"
"EV117468","Tesla","Model Y","Hatchback","2020","CATL","NMC","117.67","RWD","70037.2","5.53","Fleet","BAT-10017468","607","78.64","62.04","40.89","80.91","3.619","0.0266","267.81","29.28","37.74","0.467","95.04","94.67","92.54","21.36","15","0.41","0.41","51.51","117.23",,"0.3","1","1","11.74","141.71","59.8","39.38","51.14","0.77","0.43","102.33","-11.99","-5.65","-16.57","80.42","2377.04","Mountainous","85.65","1183","94.89","27","3","32.38","9.31","41.28","32.94","1","0","1",,"42.67","86.7","87.04","49.48",,"0"
"EV114231","Lucid","Air","Truck","2015","CATL","LFP","101.02","FWD","264318.4","10.65","Private","BAT-10014231","2899","73.46","14.4","30.6","71.83","3.786","0.0003",,"32.94","44.21","0.632","96.26","93.44","74.21","26.54",,"0.03","0.74","37.34","152.52","0.79","0.01","0","3","24.94","26.29","99.94","41.3","77.55","0.97","0.63","37.22","37.84","43.74","34.47","47.2","2464.36","Flat","51.67","806.6","91.9","12","1","65.58","17.41","5.65","6.37","2","2","0","49.87","100","84.11","77.9","43.85","4945","0"
"EV100586","Honda","e:N1","Crossover","2017","Panasonic","LFP","139.35","RWD","120135.9","8.67","Fleet","BAT-10000586",,"71.33","26.84","68.07","70.36","3.7","0.0063","273.8","27.91","39.54",,"95.45","93.21","99.4","28.67","28","0.17","0.66","29.47","266.5","0.78","0.42","0","0","74.44","61.45","17.4","8.71","75.1","0.61","0.12","29.95","-24.16","-6.19","-42.4","81.39","221.29","Hilly","67.73","916.4","91.35","25","1","68.83","17.9","11.05","32.94","1","4","0","52.79","71.89","86.77","98.47","12.09","6943","0"
"EV117572","Volvo","EX30","Sedan","2023","CATL","NMC","117.22","FWD","148486.9","2.96","Fleet","BAT-10017572","1226","88.59","88.21","47","88.58","3.709","0.0059","378.32","14.58","21.29","0.404","95.88","96.25","103.85","11.41","6","0.77","0.17","52.24","203","0.38","0.06","0","0","25.91","99.58","88.64","13.49","68.59","0.76","0.23","99.03","44.34","52.8","26.67","76.59","1362.92","Flat","44.23","735","82.56","0","1","60.69","8.4","10.3","0","0","1","0","38.86","40.6","88.83","77.73","44.23","9292","0"
"EV113326","Rivian","R1T","Truck","2021","CATL","LFP","59.52","RWD","175382.9","4.29","Fleet","BAT-10013326","1094","87.95","87.54","21.04","88.3","3.833","0.0005","283.64","25.96","40.71","0.174","97.32","96.24","52.35","12.05","17","0.2","0.73","40.08","136.9","0.79",,,"1","60.89","124.97","90.73","5.34","55.01","0.91","0.94","43.37","5.26","24.87","-10.91","51.34","1054.65","Desert","12.54","1475.8","97.13","16","2","37.68","3.42","6.32","32.94","0","0","1","46.74","47.15","99.98","90.52","45.92","9313","0"
"EV119455","BYD","Dolphin","SUV","2022","Envision AESC","LMO","54.05","RWD","144729.9","3.69","Fleet","BAT-10019455","863","89.72","51.94","36.5","88.75","3.781",,"310.04","37.1","47.31","0.167","96.57","96.41","48.49","10.28","5","0.37",,"29.63","171.14","0.13","0.84","0","1","90.3","88.35","71.63","30.89","68.32","0.58","0.14","156.32","33.84","49.26","28.83","23.54","966.11","Desert","77.98","194.7","92.5","4","1","82.02","23.85","13.54","13.47","0","2","1","38.65","40.07","82.73","87.56","54.87",,"0"
"EV100859",,"Cadillac Lyriq","Van",,"SK On","LFP","63.25","FWD","169772.4","5.94","Private","BAT-10000859","1169","78.09","98.64",,"77.9","3.603","0.0044","309.86","40.55","62.07","0.486","96.65","94.28","49.39","21.91","27","0.41","0.48","34.04","163.89","0.7","0.79","0","1","26.06","93.22","71.92","1.56","78.33","0.91","0.91","68.31","-13.91","-8.64","-33.58","73.41","2020.23","Desert","59.69","1412.2","85.17",,"1","42.88","55.79","11","32.94","1","2",,"62.02","59.84","48.29","89.27","33.16","7037","1"
"EV104781","Renault","Zoe","Sedan","2021","Northvolt","LFP","60.27","RWD","273506.7","4.58","Private","BAT-10004781","1703","82.81","22.94","56.78","84.01","3.814","0.0166","305.12","44.79","59.45","0.44","97.09","95.99","49.91","17.19","35","0.29","0.49","26.83","146.23","0.24","0.55","1","0","113.11","55.72","6.15","13.23","17.36","0.94","0.17","93.45","6.15","25.57","-3.83","79.78","558.19","Mountainous","33.69","1096","93.56","24","0","61.34","38.77",,"32.94","1","1","1","47.21","56.32","62.51","92.26","34.11","7030","0"
"EV112668","GM","Cadillac Lyriq","Sedan","2020","Guoxuan","NMC","62.01","AWD","153131.3","6.11","Private","BAT-10012668","1297","84.79","24.18","48.78",,"3.4","0.0005","312.8","29.33","45.6","0.367","96.98","96.86","52.58","15.21","41","0.31","0.53","59.06","105.99","0.29",,"2","0","24.45","85.24","8.37","42.04","16.21","0.09","0.86","59.59","34.11","44.11","22.51","96.62","1276.48","Desert","42.65","1115.1","85.45","0","1",,"25.33","5.29","11.49","0","2","0","31.86","55.36","76.76","81.58","34.38","8822","0"
"EV115873","Volkswagen","ID.4","Truck","2020","Panasonic","LMO","62.49","AWD","382775","6.43","Private","BAT-10015873","2363","70.43","30.36","18.69","69.66","3.522","0.023","292.33","28.79","42.26","0.56","95.2","93.68","44.01","29.57","20","0.25","0.62",,"64.75","0.61","0.43","2","0","117.33","2.86","23.49",,"16.51","0.91","0.62","3","-11.83","-6.51","-23.31","49.14","844.76","Flat","0.37","877.7","94.61","24","4","50.92","5.92","39.53","32.94","0","1","0","47.82","84.83","96.22",,"29.86","6330","0"
"EV106153","Nissan","Leaf","Crossover","2021","CATL","NCA","27.01","AWD","111286.8","4.78","Fleet","BAT-10006153",,"91.98","85.62","19.69","92.75","3.694","0.0295","317.68","31.48","40.56","0.258","98.08","97.31","24.84",,"32","0.45","0.35","29.88","70.79","0.1","0.9","0","0","45.01","126.36","43.46","6.58","67.23","0.63","0.03","81.48","-22.23","-13.58","-41.33","81.74","1199.22","Coastal","55.21","1401.7","89.1","18","1","48.78","18.15","41.91","32.94","0",,"0","42.75","45.3","82.73","94.77","28.42","10044","0"
"EV105825","Ford","Mustang Mach-E","Truck","2024","Panasonic","LFP","93.65",,"108332.8","2.09","Private","BAT-10005825","1114","95.36","19.04","68.78","96.05","3.53","0.0055","285.93","25.26","39.16","0.195","97.26","96.73","89.3","4.64","25","0.35","0.54","42.3","165.09","0.9","0.73","1","1","36.98","69.69","90.97","6.48","88.92","0.97","0.18","119.71","-14.16","3.69","-24.95","77.26","2579.98","Coastal","58.76","131.4",,"15","1","90.37","8.28","12.4","32.94","1","1","0","57.4","28.33","89.39","84.08","46.48","10430","0"
"EV103622","Audi",,"Sedan","2020","LG Energy Solution","LMO","149.01","FWD","107200.7","5.98","Private","BAT-10003622","953","89.9","19.57","40.81","89.06","3.654","0.0247","321.55","26.38","42.07","0.226","97.62","96.25","133.96","10.1","18","0.35","0.47","62.54","153.74","0.27","0.47","4","0","73.17","139.24","31.24","43.9","59.29","0.13","0.51","205.3","-17.09","-1.24","-29.08",,"2378.98","Flat","64.54","1082.7",,"30","1","57.93","15.64","36.8","32.94","1","1","0","41.86","45.37","89.51","75.25","51.75","9305","0"
"EV108393","Audi","e-tron GT","Truck","2020","CATL","NCA","69.58","RWD",,"5.86","Fleet","BAT-10008393","1029","87.59","84.98","51.15","87.68","3.646","0.03","273.45","40.85","51.97","0.384","95.96","95.02","60.95","12.41","2","0.54","0.41","16.64","214.92",,"0.42","0","2","74.26","108.62","63.66","85.62","36.06",,"0.5","94.07","15.29","28.04","11.61","68.74","1173.49","Desert","33.04","180.5","93.31","6","1","87.59","32.85","43.74","32.94","0","2","0","69.1","52.78","70.12","82.71","56.3","8644","0"
"EV110973","Audi","Q4 e-tron","Sedan","2020",,"NMC","54.63","FWD","159211.4","6.09","Fleet","BAT-10010973","1107","78.82",,"33.54","79.59","3.55","0.0009","255.6","23.48","34.08","0.417","96.86","95.68","43.06","21.18","29","0.29",,"48.58","69.29","0.11",,"2","0","26.95","109.16","0.9","89.82","69.26",,"0.9","97.69","-13.46","-6.61","-25.88","37.72","813.88","Mountainous","75.95","201.6","93.51","15","1","81.84","14.56","3.62","32.94","3","1","0","44.9","54.51","82.87","85.02","34.92","8330","0"
